sentence,score 
"I believe you're misunderstanding the statement about fees. When it says that the bank charges fees, this isn't referring to the physical bank branch that an ATM might be within. This is referring to the bank (meaning the company, ie Chase, Citigroup, etc.) charging a fee, regardless of where the ATM is located.",0.666666667
"What is this opinionated dribble doing on a fact-based database? I'm deleting it, and if it resurfaces, I'll inform because this text I will be quoting below is pure opine. ...Johnson waltzed in and received probably an even better deal, as he actually receives the profits made off of the Charlotte Bobcats Arena.",-2
"The section has become a ridiculously trivial list. I propose that the items are limited to those where Oedipus is the central theme rather than a tangential mention. For example, mentioning Flashforward on the basis of one brief mention is too trivial, if this had been one of the central plots or at least had an episode named Oedipus then there may be a case for inclusion.",-1.333333333
"I've never heard of anyone being somewhat fluent in a language before, example: somewhat fluent in Norwegian; you're either fluent or you're not.",-0.666666667
"I deleted the statement: The moon is also the inspiration behind a song containing the lyrics: When the moon hits your eye, like a big pizza pie.",0.333333333
There is a move discussion in progress on Talk: America the Beautiful Quarters which affects this page. Please participate on that page and not in this talk page section.,-0.333333333
"This article is surprisngly unhelpful. After events such asChernobyl, Three Mile Island and more recently Fukushima the media have quoted units of radiation measurement in milisieverts and microsieverts. What readers want to know is what is the difference?",-0.333333333
I think it is important to differentiate RDBMS (ie the platform) from a relational database (normalised data structures). Data Warehouses are often built on an RDBMS platform and deal with large data volumes and often involve multiple servers. Additionally the data is generally structured in a denormalised manner (eg star schema) and often in a non-row based physical storage format.,0.666666667
"â As far as I can tell the term Frisia is not used for the province of the Netherlands in English. However Friesland is the common term used in English, and that will be what is found on maps and most books. I agree we should not be using Fryslân as the primary name.",0.333333333
"In the Types section Snizzle is listed as: Extremely small snow/ice particles that fall lightly, almost like drizzle that is frozen. This kind of snow is very common in Michigan.",0.666666667
"Glucocorticoids very well may regulate the expression of Fc receptors in macrophages, but the source supplied () studied the affects of glucocorticoids on polymorphonuclear neutrophils, not macrophages. The affect of glucocorticoids on macrophages is controversial: Also the first line in this paragraph is problematic.",-1
"Can we say that Yonsei is THE MOST prestigious private university in Korea? I mean there's the obvious rival Korea university and I believe PosTech is also private. You must provide some material that backs up this bold assertion, before writing it down as if it is fact.",-1.333333333
"The section on afterlife (among a few issues) sates unsourced that Hades the place is named after Hades the person. As I understand it, Hades the place is the earlier concept, with Hades possibly coming from House of Ais, possibly meaning House of Invisibility, in reference to the separation between the psyches or eidolons of the dead that dwell within the afterlife and the people in this life.",0
"It might be fun to keep a trivia section, especially one with notes about Excalibur in modern/pop culture. The Final Fantasy games in particular always seem to include a sword called Excalibur that is usually a very powerful blade. In one of the FF games (I wanna say Tactics, but I'm not sure) an Excalipar is named.",1.333333333
Matt Austin clearly does have expert knowledge on a subject closely related to this incident: pressure vessels and the failure of such. This was indeed a pressure vessel that failed.,-0.666666667
"Kindly do the necessary to bring these new findings into the article as well as in other related articles. I was actually very interested when I first read the news about this back then, but somehow due to lack of credible sources to cite (apart from the news), it hold me back from starting the edits.",1
"I think Melting temperature and annealing are similar but not exactly the same thing. Melting temperature refers to breaking apart the hydrogen bonds between two DNA/RNA strands. This depends on the length and makeup of each individual strand, as G-C bonding involves a with triple hydrogen bond, and A-T bonding involves a double hydrogen bonds.",0
"Hello fellow Wikipedians, I have just added archive links to on Tradition. Please take a moment to review my edit. If necessary, add after the link to keep me from modifying it.",2
I agree with your analysis. The wikipage on the Beatles song states Norwegian Wood evidently refers to the cheap pinewood that often finished the interiors of working class British flats.,1.666666667
"this article should not be merged with Peasants War. That article discusses Marx and Engel's interpretations of the causes of the Peasant War but has nothing about the actual German Peasants' War. Attempts to fix it, in terms of its title, have not worked.",0.333333333
Pretty normal in anti-Chinese government criticism. Ever hear how everyone say the one-child policy is stupid? At the same time complain about how population is out of control?,-0.333333333
"If you want to reply, I will probably not see it, because I am now leaving this website and I will do the rest of my homework. I did not have school since Friday, but right now, the news says that we have a 2 hour delay tomorrow, so I need to finish my homework. I was only on this website to research this question.",-1
"When I was a kid, I assumed Dragonzord (the Power Rangers version of Dragon Caesar) was based on Allosaurus, because it looked similar to Tyrannosaurus. Of course, now, I realise it's based on Godzilla - the stereotypical Japanese dragon.",0.333333333
"So far I've only found this one reference on the subject. Changing Aristotle's Mind, by Hilary Putnam and Martha Nussbaum, says that Theophrastus called the Jews an especially philosophical people. The essay is published in Hilary Putnam's, Words and Life, ed.",0.333333333
"Hello fellow Wikipedians, I have just added archive links to on Jackson Martínez. Please take a moment to review my edit. If necessary, add after the link to keep me from modifying it.",1
"Someone has repeatly deleted some material about this raider calling it non important and probably written by a fan. This is absolutely POINTLESS and trolling statement. In fact, the adding was based on articles written by journals like The Telegraph, that surely is NOT a MM fanzine.",-1.333333333
"With all due respect, that's not exactly how consensus works on wikipedia. For one thing, consensus is not permission, and nobody needs approval to edit a page (see WP: OWN), and for another, adding an article template is not changing it in the same way that altering its content would be.",-0.333333333
"Trying to make this article more encyclopedic and less fansite-like, I've moved the following paragraph to here. Hagi was a genius player, something which can be said of only very few other players in the world such as Pelé, Maradona and Franz Beckenbauer. He had plenty of talent, which helped him to reach some performances like no other Eastern European player.",1.333333333
"In hay fields with low areas subject to spring time flooding, red clover does an excellent job of creating sod for harvestable surface with machinery. It also matures later than preferred hay crops. giving a temporary staging area for harvest. Grows in thick to prevent weed intrusion and creates a high moister, high protein forage for livestock, as well as wildlife.",0.333333333
"Hello fellow Wikipedians, I have just added archive links to on PLOS. Please take a moment to review my edit. If necessary, add after the link to keep me from modifying it.",2
"Dear all, I noticed that the ticker symbol in the current article is wrong - please see respective request below. Please note that I have a financial conflict of interest as I am working in the communications department of Metro AG. I hope that uninvolved editors could review my suggestion and make the change.",2
"the nickname 'Sir Bob' has stuck, and media reports will frequently (but erroneously) refer to him as 'Sir Bob Geldof' as if that were his correct title. It may well be erroneous, but the wording in the brackets express an original point of view, and isnot needed because as if that were his correct title also implicitly conveys the same information.",0
"We don't need to delete this edit about Reich. This edit, as well as many other edit in this article(!) need sources, but, as a student of Reich this is a valid statement. Please wait for a source.",0.666666667
I'm not a fan of lots of pictures; generally I feel one per substantial subsection is enough. Do we really need all the pictures in this article?,-0.333333333
"I've removed this section. Capitalism, an economic system in which capital, or wealth, is put to work to produce more capital, revolutionized traditional economies, inducing social changes and political consequences that revolutionized African and Asian societies. Maximizing production and minimizing cost did not necessarily coincide with traditional, seasonal patterns of agricultural production.",-0.333333333
The infobox is wrong to state that Ed Miliband succeeded Brown as Labor Leader. As it was Harriet Harman instead serving for an interim period pending the election of the new permanent leader which turned out to be Miliband. Harman's interim leadership should count for something.,0
"The cleanup is complete. A few entries got axed, primarily the Freescale PowerPC softcores. I do not feel that these are actual examples as they are generally ordered by customers to integrate into their own products.",-0.333333333
The page album oriented rock does not cover or disambiguate adult oriented rock for which there is no page. On the talk pages for the former this is justified by saying 'adult oriented rock' is 'melodic rock'. But 'melodic rock' has been merged with 'pop rock'.,-0.333333333
"Before we move to what it actually is, here are some definitions from authoritative sources the manner of philosophizing and the system of philosophy that prevailed during all the Middle Ages. The system of philosophy and theology and teaching that dominated medieval Western Europe and was based on the writings of the Church Fathers and from the 12C Aristotle.",0
This article really needs updating. The World's End is currently filming in Welwyn Garden City (not Letchworth) here is a reference:  Hope this helps someone to update the page.,1.666666667
"No, it's a gray area. Basically all historians will say you can find examples of appeals to racism. What is disputed is if there was a deliberate plan to use coded language to appeal to racists.",0.333333333
"The wording in the introductory paragraph was a little confusing; however, I think it would be less confusing if there was an example given after the definition of halo effect. For instance, you could say, For example, some people are rated and or seen as being more intelligent if they are attractive than someone who is less attractive.",1
"Support, but with a caveat. The one reference cited there is a self-published piece, a YouTube video. The video in turn cites Vygotsky for the notion of developmental stages.",0
I re-built the whole article because it was lacking a lot of importants parts and written in a terrible grammar. It was probably written translating from Italian with an automatic translator.,-1.666666667
Please remove the unsourced non-sense about often sprinkling cocaine on cannabis. This is nothing but Reefer Madness. The article should be NPOV rather than propaganda.,-0.666666667
"So just to be clear on this, verification of a signature involves decryption into plain-text, using the public key. Why is it so hard for people to say this?",-0.333333333
"In this page's info box (on the top right of the article on desktop view) the article says Adults: 3?? hours[6] Looking at the citation, it does not actually say 3-7 hrs.",0.333333333
"The common name bluebead lily is solidly entrenched, at least throughout the web-accessible literature. Usually this common name refers to Clintonia borealis but in California it refers to Clintonia andrewsiana. Is this enough to use the generic common name bluebead lilies in this article?",0.666666667
"This Wikipedia Diff shows an unsourced edit. While it carries no additional weight, basing on my personal knowledge, the original text is correct and the edit (shown on the diff) is not with regards to the artist of the opening and closing theme in the Filipino version. The edit does not cite proof regarding this matter, making it questionable.",-0.333333333
"What's the point in putting that huge Chemical Warfare banner at the top of the page? Based on the contents of the article, it seems like it's never actually been developed into a mass-destruction weapon. Chlorine, for example, has no such banner, even though it has been and is much more likely to be used as such.",-1
The subject needs more to compare with. One can go to a nightclub in Goa and experience violence and HIV. How is sex tourism per se any better or worse?,0
"The problem with a notables list is that people define notable differently. IMO, the title of notable should be given only if the artist or group that has been recognized by the geinokai for his/her/its contribution to the geinokai for an X amount of time. Other people may define notable as just someone who's famous.",0
"I have attempted to edit the numerous references to A. Robinson, by removing citations of conference proceedings, two other articles that were apparently not peer-reviewed, as well as a number of papers that do not relate to metabolomics, but rather to protein chemistry. The justification was provided above. These edits were immediately reverted, with no explanation.",-0.666666667
I have added this paragraph: A recent study of Caligula's life has shown some new evidence to his mysterious illness. The History Chanel brewed Roman wine the way the Roman's would brew their wine.,1.333333333
"As far as I can see, in the abalone article the author writes about 'various SPECIES' and not 'GENERA'. In Haliotidae and Haliotis, articles I wrote, I only speak of ONE genus Haliotis. I don't think that there is any contradiction.",-1
"I agree that this article is unfinished. However there is an excellent article on Christology, which really covers the same material. Perhaps Incarnation could comment on the usage of the term and then refer to Christology for the substance.",0.666666667
"Where does that come form? I have only been able to find sources that say her name is related to the words destroy or to murder but no references to light. According to an etymology book, Perse roughly means destroy and is the root of names like Perseus and Persephone.",-0.666666667
"Oddly enough, I do have this information, as I have read this article, which you apparently have not. As the infobox can tell you, FF2 was released in some form in America for the Playstaion, Game Boy Advance, PSP, Playstation Network, and iOS. FF4 was originally released for the SNES in america as FF2, not the other way around.",-1.333333333
"afaik, all female astronauts from USSR were from the European part of the USSR, the only Indian astronaut was male, the astronauts from Mongolia, Malaysia, Viet Nam, Afghanistan, Saudi Arabia, Syria etc were all male. So it's not just funny eyes/chinese people.",-2
"Hello fellow Wikipedians, I have just added archive links to on Republic of China Navy. Please take a moment to review my edit. If necessary, add after the link to keep me from modifying it.",2
"I thought I'd better, belatedly, make some final comments on my motivations, given that an attempt has been made in bold type by Heenan73 to infer the reasons behind what I have said. This really for readers of this thread, not intended as a continuing dialogue.",0.666666667
"@user, Voltaire's Candide ridicules religion, theologians, governments, armies, philosophies, and philosophers. Of these elements, Voltaire's ridicule of religion is perhaps universally understood by all readers, regardless of experience. Most peoples interaction with Voltaire's written work is via Candide.",0
"I searched the internet once again for sources on Maria Ozawa, and yes, she did not attend Hokkaido International School at all. I don't know who was the person that put Hokkaido International School on her Wiki page; just because she was born in Hokkaido doesn't mean that she attended school there all of her life.",-0.333333333
"I have seen and used to donate multivalued functions, as in: and (Priestley, H. A. (2006). Introduction to Complex Analysis, Second Edition, Oxford University Press.",0
"As per your talk page, why have two threads of discussion?! FA reviewers want perfect articles, that's right!! That's the whole point.",-1.666666667
"While visiting this page earlier this evening, I noticed an error within one of the links. If a user/reader goes to Rob's filmography and click on the link for the 2012 film xXx: The Return of Xander Cage, it just redirects to the main xXx article.",-0.333333333
"We also don't always need a compromise. Sometimes the right answer isn't in the middle between two sides, but on one side of the discussion. I also thought it might be worth a mention, but as IronManCap pointed out, there's tons of connections to later films especially in Civil War, where many main MCU characters are featured.",0.333333333
"Probably makes the most sense, does it have some shorter brand name? That template box seems to be using short brand names. If nothing else, COVID-19 Vaccine Janssen while not ideal is short(er) but recognizable?",1
"You just proved my point. If glaze ice can be formed just by spraying water from a hose, why does it need a separate article from plain ice and freezing rain? There's nothing special or notable about glaze ice in and of itself, other than the fact it is formed from freezing rain.",-1.666666667
"Unofficial sources cite at least 7 bidding nations, but I can only find specific mention of three: Australia, Canada, and France. Info on other candidates, especially links to their bid websites, would be most helpful.",2
"The name Avici means non-stop and is the name of the hell in question. I did cite my source, so it is neither dubious nor unsourced; perhaps you did not check the change history.",-1
I am not very happy with the notice about too many quotations. Some of these long quotations are from important witnesses to the truth of whatever issue they are writing about. This article covers topics of prime importance (such as Furtwängler's relations with Nazis and with Jews).,-1.666666667
"More than a century after the Tay Bridge disaster, a new book (Battle for the North: by Charles McKean, professor of Scottish architectural history at Dundee University) claims to show that the inquiry into the tragedy was a whitewash, based on previously unpublished papers.",0
"I have alternated between living in the US and Europe all of my adult life. I'm one of those who have watched the game many times on US TV. It's quite popular here, but can be hard to find.",1
"Sorry, my sentence was also unclear! I meant that the reason for the selection of the individual examples was not highlighted clearly.",0.666666667
"PPdd, you apparently have seriously misunderstood the MEDRS guideline. I suggest that you stop deleting material, from this or any other article. At the very most, you might consider tagging specific material with .",-0.666666667
"Rename to Rogue planet - A search with the ADS Abstract Service shows that rogue planet is in use to describe these objects in scientific articles. A search on interstellar planetary mass object shows that the term is not in use (and may be a neologism). Therefore, the name rogue planet should be used for this article.",0
"Under this section, we have a subsection International system of units. The International system of units is not a variant of the metric system - it is the metric system, the only one that can be meaningfully called that for ordinary purposes. It should have its own level 2 section.",0.333333333
"So, every time I try to include the a reference to Further Up, Further In by the Waterboys, someone deletes it. Here is the most recent version that you deleted : The song Further Up, Further In from the album Room to Roam by Scottish-Irish folk-rock band The Waterboys is heavily influenced by The Chronicles of Narnia, with the title coming from a passage in The Last Battle.",0.666666667
"Yes, the way the name spelled now is correct. The accents can be used, but are not required. In fact, their use is usually restricted to helping little kids learn to read, in books aimed at teaching Russian for non-native speakers, or sometimes in a dictionary to help pronunciation of rare or complicated words.",0.666666667
I was having a discussion with another editor about the Port. I suggest that a full description of anything should appear only once in WP. There is an article on New York New Jersey Rail.,0.333333333
"The part about isn't coffee boiled? bothers me. I don't think that it takes into account the roasting process which, because of the high roasting temperatures, could produce acrylamides. So coffee beans that had not been brewed would show presence of acrylamides upon analysis.",1
"Comment Support We describe that which appears prominently in reliable sources, rather than prescribing the correct definition. Definitions change over time. Merriam-Webster doesn't change or add to definitions on a whim, so I wouldn't consider this to be a mistake or oversight.",0.333333333
"On the other hand, the declaration offered that: The declaration stipulates everything, none of it is 'offered'.",-0.333333333
"I've cleaned the lead today, but I think it still needs rather a bit of work. I agree with Ealdgyth, it reads very pious. I'd be happy to re-write a lead from scratch and submit it here, if that would be amiable to all.",2
"L-S is about first-order theories, and this axiomization isn't one. You can come up with a first-order theory of all first-order sentences true of the real numbers using the ring functions of addition and multiplication, as well as the order relation, and then L-S would apply, and would tell us it has a countable model.",0
"I have to wonder if the notation is really worth having at all? One person made one comment about comparative appearances and in all likelihood used the name in error. I'm sure if he had images of both Monitor and Virginia in front of him as he wrote, he would've used Virginia.",0
"I'll start from the war crimes section. None of the people listed there were members of the Croatian Democratic Union, let alone leaders of the party. And they were hardly appointed by the party, whatever that means.",-1.333333333
"In the first place, since Rodrigo was a composer, not a pop recording act, he couldn't possibly ever have been covered. In the second place, it was Gil Evans, not the pianist Bill Evans, who wrote the Sketches of Spain arrangements.",-1.666666667
"As far as I can tell the table only lists FAA specs. It may be worth to note than in Europe CATIIIb is 75m-200m RVR, and DH <100ft. CATIIIa is the same as FAA in Europe.",0.666666667
"I just went in and fixed some minor errors. The line about Louis Mountbatten, was in the article twice and I went in and removed the one where it made the least sence. There was also a place in the article where they referred to Maria as Tatiana which is not suprising since the same person wrote both articles and copied and pasted the paragraph.",-0.666666667
excuse me but you keep deleting useful information that the people want to. for example: kids doing assignments. i have added useful information and you have deleted it.,-1.666666667
"I am interested in contributing to the article and reading through some various books. I would significantly appreciate suggestions as to what terms to look closely at to get a better grasp on analytical chemistry (techniques, tools, designs, etc.).",2
On a widescreen monitor this page has display issues. The text goes all the way across the screen in such a way that the images flow off of their sections and heavily bunch up. For reference I am using 1920x1200 and this issue does not go away until I shrink the page width to be less than 1024x768 resolution (in width).,0
"The second image here is my response to the extreme distortion that happens at the outside of the images, when the vertical perspective is removed. In order to demonstrate the architecture, I would prefer to use the inner sections of some of the pictures. I tried to upload a couple of adjustments, to show you what I want, but I am having connection problems, and only one worked.",0
Most of these links are wrong. Need to check fighter aircraft. Gatling gun contradicts this page by saying that the Vulcan cannon is not a Gatling gun.,-1.333333333
a stable and neutral H4O molecule would be chemically impossible. H4O would be a divalent cation and a super acid. I believe the use of H4O is just misleading marketing.,-0.333333333
"Appears to be entirely 'original research', and bad original research at that. It appears to have been written as a dictionary entry, rather than for an encylopaedia. There at least ought to be a seperate article Professionalism where professionalism is described.",-2
"Hello fellow Wikipedians, I have just added archive links to on Beno Udrih. Please take a moment to review my edit. You may add after the link to keep me from modifying it, if I keep adding bad data, but formatting bugs should be reported instead.",2
"This article is very anthropocentric : -) I'm actually interested in finding out about variations in heart rate across species - does anyone know of a good source of data? And if one were to incorporate such info into wikipedia should it go here in this article or should there be a separate article with a disambiguation page, or what?",0
"Hello fellow Wikipedians, I have just added archive links to on Grandia (video game). Please take a moment to review my edit. You may add after the link to keep me from modifying it, if I keep adding bad data, but formatting bugs should be reported instead.",2
"The text in section Aircraft on display is mistaken. Only 20 units were built, not 26 units. Several sources confirm this.",-0.666666667
"There is no direct proof of correlation between Blender going open source and software lowering prices. that is right (this message is defunct considering Blender is no longer available commercially. Ton Roosendal's Company NaN went bankrupt, and with some luck was able to convince the Angel Investor that funded his startup to allow him to release the sources to the world.",-0.666666667
See my comments in brackets against each point. It would appear that the definitions people are most comfortable with are those that have been superceded by what we know from archaeology and ancient DNA.,0.666666667
"What does logic element crunching mean? For that matter, what does logic element mean? And what does this have to do with your initial request/complaint/edit suggestion?",-0.666666667
"Thanks for the sources, but I'm not sure there is anything here that I haven't said before (although I obviously don't read polish). I don't think its really too complicated.",-0.333333333
"Looks like everything has been taken care of. It feels like it's a little short, but I suppose that's just because I really love this game... can't think of anything that could be added that wouldn't be crufty or trivial. Besides, GA is meant for shorter articles anyhow.",1
"As the original creator of this page and the one who was largely responsible for expanding it into its current incarnation, I will state for the record that the Japanese-romanised spelling of Ms. Shinozaki's name was 'Fina'. I have seen it as such in all promotional and officially-licensed material from Japan, including the Ryvius artbooks.",1.333333333
"Gwanggaeto the Great ????This is processual request. This page had been titled Gwanggaeto the Great more than three years and before that, Gwanggaeto the Great of Goguryeo. Recently the page was moved twice to Emperor Gwanggaeto.",0.666666667
"There is a good deal of anecdotal evidence that glutamine may be effective in reducing anxiety and dampening carbohydrate and alcohol cravings, especially used short-term. From a theoretical perspective, glutamine is a precursor to GABA and does pass the blood-brain barrier, so this is prima facie possible.",0
"I also noticed that it was You who reverted my edit about von Rosen and the old trophy. I just feel that it's wrong to end the Trophy story with the accusation of C. von Rosen as a nazi-symphatiser. It could possibly be shortened down, but I didn't mention Carl Gustav von Rosens later flight aid to Biafra and later Ethiopia.",-0.666666667
"Kind of jumping the gun on the revert, aren't you, Recury? The lead paragraph of the science article states, Science objective/purpose is to explain the human world and to anticipate/foresee its behaviour/processes. The essential for science are hypotheses and research methods.",-1
The article currently says: One means of keeping the president comfortable in Washington's summer heat was one of the first successful air conditioning units: air propelled by fans over ice and then dried had reduced the temperature in the sickroom by 20 degrees Fahrenheit (11 degrees Celsius)... [which] immensely increased the humidity in Garfield's room.,0
"It is common to refer to 'didaskalos' as the 'producer' of plays - see e.g. MacDowell's edition of The Wasps, page 124 - but the correct terminology for someone who directs the performance of the cast is 'director'. Also, the choregus better fits the job description of producer. So, though I can't find a precedent, I have now replaced 'producer' with 'director' throughout the article.",-0.666666667
"The article doesn't explain this point because it would cause a lot of confusion. The expression ballistic missile has been misused for so long that it seems impossible to turn the usage of this expression back to what it really means. A ballistic missile is a projectile without any propelling system, for example a cannonball made out of solid iron.",0.666666667
"I found this article quite stirring, quite lyrical ??and quite unlike an NPOV encyclopedia entry. If this truly is from the 1911 Encyclopaedia Britannica, then its author must have been just a little too infused with the passion of a British Imperial, extolling the virtues and follies of the great Napoleon Bonaparte largely as an indirect way of basking in the glow of his defeat.",-0.666666667
"OK, now I got your point. In fact, I didn't intend to play that old nationalist trick (otherwise I would have written it simbolizes the wish of Catalonia for independence which would be an unacceptable biased sentence).",-0.333333333
"It is revealing that googling for exclusionary definition yields nothing that Cesiumfrog would have sought above. Apparently just adding a qualifier fools the search software that the qualifier is the concept being sought. So, Cesiumfrog you have a different POV than most.",-0.666666667
"I would like to see some information on how this type of RAM works. I understand it involves some sort of buffer, making precharge and refresh cycles obsolete.",0.666666667
Three stars is symbolic. Shabbat is over when it is dark enough to see several stars. It doesn't matter which ones.,0.333333333
"No it does not use the term deviant logic it has a chapter that talks about deviations, and the subject matter is the same as what is being talked about in deviant logic. This appears to be very-very nit-picky at this point.-GB I agree. However I think the easiest thing to do is move the content, and make it a section called deviant logic or deviations, etcetera.",-0.666666667
"Hello fellow Wikipedians, I have just added archive links to on Northwest Airlines Flight 253. Please take a moment to review my edit. If necessary, add after the link to keep me from modifying it.",1.666666667
"Yes, the existence of these notes provides a unique challenge for editing. I'm still thinking blockquotes might be the way to go, though. The notes contain plot and many interpretive statements which normally wouldn't be allowed here if it wasn't written by the composer himself.",-0.666666667
"Oppose ??A location community is just a subclass of a sociological community. If one looks at the table of contents, there's actually surprisingly few concepts that are exclusive to location communities or non-location communities. Content that gives undue weight to and applies only to location communities should be moved to Human settlement.",0
"I put those sentences there, and my source was susning.nu. I can understand that you want a more reliable source; I'll try to see if I can find one.",0.666666667
"Vulpetti's very detailed simulations of fast solar sails show escape speeds of about 0.0003 c with areal densities approaching 1 g/m2, close to some of my early trials, but better quality. Those are very difficult design challenges. Payload has to be included in that value.",0.333333333
"Why do articles like this always have to be written as though they're going to be read by computer scientists / academics. Most readers of Wikipedia are ordinary people who want to see a simple explanation in layman's terms. At least keep the first paragraph in simple, plain English that anyone can understand (without jargon, formulas, technical definitions, etc.).",-0.333333333
"Most of the datings for Cézanne's works are proposals, by one or several authors. I think this should be considered when dates are supplied, and even more when this dates are linked to the general WP-chronology: It's no help for any user, to find approximate date like ca.",0.333333333
"I ran across someone elsewhere (slashdot) mentioning that the notion of epicycles upon epicycles being added in the middle ages is bad history, and that this is one that Britannica had some very bad articles on at one point. So someone (unlike me) who does know this well may want to double-check this entry and maybe comment on other mis-information floating around...",-0.666666667
I note that the statistics given for the total population percentages of Protestants and Catholics do not match from the opening section to the section on Christianity in Korea. These need to be verified and fixed.134.154.240.39 (talk) I have heard that most Prot. churches in the ROK are Presb. The article just lumps a number of Prot. churches together.,-0.333333333
"Article loudly overspecifies male passengers which might as well be adult male passengers or householders or heads of family or landowners or voters or people qualified to operate rifles on the frontier on the damn boat boat. The misplaced word male is childish activism, adds nothing to the discussion.",-2
"Hello, I'm a relatively inexperienced editor. That said, I feel that this article needs much work. I love RO as much as the next guy, but the article as it is now would baffle non-gamers.",-0.333333333
"This article is hardly the proper tone for wikipedia. Fine for a private book or treatise, but not a public encyclopedia.",-1.333333333
"Yeah, I'm not really claiming that they prove anything. I do bring them up because it's not a priori clear what the primary topic is, and it's worth at least considering pageviews. In this case, as you point out, the city of Niigata is the only thing called simply Niigata.",-0.333333333
"This has been deleted from the article; it is speculative or talks of Slayers in general References In the series Pokemon, when Ash and Misty first meet, Ash is responsible for the destruction of Misty's bicycle, and she vows she's going to follow him around until he replaces it. This is a possible reference or parallel to Slayers.",-0.333333333
"Thank you for the response. Again, I am not sure if I am taking the correct avenue to even respond to your comment, but I am giving it a try. I hope to eventually pick-up the basics on using this site as more than just a read only page.",1.666666667
"There are several methods to design control systems (FSM, flowcharts, statecharts etc.). So somehow all of them are related. For this the section See also can be used.",0
Mike Flynn... used to post on Talk Bass ten years ago or so. I vaguely remember him being a music journalist.,0.333333333
"Is it some kind of programmed cell death triggered by the male or female or is it more a kind of use-it-or-lose-it scenario? Also, how do the sperm travel to the eggs? Through the bloodstream?",0
Model 1857 Six Line (Russian) muzzle loading rifles selled to Satsuma according to order Alexander 2. Russia to upgrade its forces to Berdan rifles but money is not enough. In addition the French were the enemies of Russia and to expand their activities in Hokkaido.,0.333333333
"Why on earth is any of this even here, in this article? If we must have a discussion about the relevance of the Cypriot syllabary in the chronology of Greek writing, let's have it where it belongs, at Greek language. But what has any of this to do with Attic?",-2
"Although I agree with the reasons you give, I don't understand. There is an English nation - one of the four nations making up the United Kingdom. That nation is multi-ethnic and one of the ethnic groups is the English people ethnic group.",0.333333333
"Aesthetics and performance nuances do not constitute technique, and this is where the ambiguity lies. Technique does create different aesthetics, but it's not as simple as that. Darcey Bussell for example, was not trained in the Balanchine method, but is equally capable of dancing Balanchine choreography as any dancer who has been through his training system.",0.666666667
"Wicca is only historically inaccurate in regards to the claim that it is a direct survival of a European witch-cult, which, as I expressed above, is now a minority view (I believe). Would you call Vodou historically inaccurate simply because the slaves in Haiti incorporated elements of diverse religions and societies, using whatever appealed to them and whatever worked?",-0.333333333
a question of dates I'm puzzled. This says the regions were created in 1982. Lower Normandy says the region of Normandy was divided in 1956.,0.333333333
"I would like to add, that one cannot make a case for the supposedly 'objective' nature of works put out through publishers, as compared with those which are self-published. A publishing house is usually a private or public company. The majority of Western nations have corporate laws which strictly state that the sole or primary goal of a commercial company is to make money.",-0.333333333
"speaking for myself, I'm well aware of how to use Harv references, see eg, this version of this very page, and anything that I know Nikkimaria knows much much better than I. She's right, this is not the place to have a meta discussion re CITEVAR. As far as this page goes, there are lots of reasons for the current citation style; more, frankly, than I feel like typing out at the moment.",-0.666666667
"This aircraft was not a variant of the T-33 nor the TO-2/TV-2 and should not be listed as such. If continuity is deemed necessary by an editor, then place it in the narrative. The two types have been developed as separate articles, and rightly so, since the T-bird had a long history entirely separate from the F-80.",-0.333333333
"noting that there were almost no barriers to the player restarting after a failed attempt; in considering that a loss in FTL means the player must restart the game, they felt that there had to be no barriers at all for the player to start a new game. Didn't quite understand the quoted text, is it just me?",0.333333333
"Hi, I haven't so much experience in the GA process, but what I've seen now is that this article won't get the GA status! The article lacks many inline citations (not only that are marked with the citation needed tag!), the actual references are not very well formated. For the bibliography could also be found more books.",-0.666666667
In Southern Ontario when you remove all taxes the price of gasoline is comparable on a yearly average with the neighbouring jurisdiction in the US. Of course in Canada you do see more swings in prices than in the US. A 10-15% swing in a price overnight is not uncommon in Canada.,0
That would be redirecting to Republic (Plato) then. Was there ever a translation of Plato's dialogue published under the English title you indicate? Or is it a version of the title often used in English?,1.666666667
"Had not noticed that. The pH of the test solution is a part of the test. I do not remember how the test is conducted, but the test method utilized will be standardized.",0.333333333
"Does anyone actually use the term flight recorder? Everyone I know that has to deal with both flight data recorders and cockpit voice recorders calls them by those names, and I *never* hear the term flight recorder. If I did, I'd just assume they forgot to say data.",-1.333333333
"Information about the fill-in list missing completely! On this list, U.S. authorities enquire about private data of the traveler which would be protected by privacy laws in the home country.",0
"I don't see the high quality content. I also don't see how old life insurance documents would be that valuable, enough to justify their inclusion on the page. I'll take another look at it when I get a chance, but I just don't see it.",-0.666666667
"Hello fellow Wikipedians, I have just added archive links to on Berlin International Film Festival. Please take a moment to review my edit. If necessary, add after the link to keep me from modifying it.",2
"I realized today that I made no notes here. I made substantial changes to the layout and content. The article still needs considerably more formal work, but it is, I think, in much better shape.",0.666666667
The wording of the last paragraph seems to be implying that Yūko was kept alive because of time loop. Didn't it just have something to do with Fei-Wong being alive?,-0.333333333
"Incorrect use of the word deranged in this article, it should be derailed. Will the OP please correct it? Kalpak It would be nice if someone knowledgable enough would change the image over to the method used in pages like Erwin Rommel instead of using all the ugly tables.",-1.333333333
