Utterance,politeness,language,__index_level_0__,split
"I'm with Murgatroyd49 on this. I doubt the information on capacity is of interest to the general reader furthermore sourcing is likely to be a continuing problem and it will cause confusion between number of cabins, double occupancy and changes, the crew size is likely to vary too. It's definitely more suited to individual ship articles.",0.0,english,2412,train
"The discussion of this being a featured article candidate got me thinking of a reason it may not be very clear about what its material is: this article can't seem to decide whether it's about dot-com companies, or the stock market dot-com bubble. I'd like to propose that this article should be named 'Dot-com stock market bubble' or 'Dot-com bubble'.",-0.33333333333333326,english,2413,train
"Why is the Leclerc called AMX-56? Nobody amongst industrial partners and French military units call it like that. AMX-50 was its prototype name, but its name on ads from Nexter (ex-GIAT, ex-AMX) and in lists from Armée de Terre is just Leclerc.",-0.33333333333333326,english,2414,train
"This article is written more like a press release, probably because it is cited to nothing but press releases. It is also a new company that appears to have acquired the assets and notability of a now defunct company; however, it is a group company of Bandai Namco Holdings which may be where the article needs to be redirected.",-1.3333333333333335,english,2415,train
"It would be nice to mention Glucagen here. Glucagen is (supposedly) the same as glucagon, except that it is made rDNA (recombinant DNA, i.e. GMO) using bacteria instead of extracted from animal organs. Likewise, I'd like to see other trade names for Glucagon listed.",0.6666666666666665,english,2416,train
"We have an editor without an account insistently changing the transliteration of the Ottoman word cedid (جديد) to jadid. Jadid is the Arabic transliteration of the word, while cedid is the Turkish/Ottoman Turkish transliteration (as any Turkish-speaker can confirm). What he's doing is the equivalent of changing English words of French origin to be spelled as if they were French.",0.0,english,2417,train
"I think that the 2 original sentences you removed at the end of the History section were relevant to the history of linkages, their historical use, and recent changes in their application. Perhaps they could be reworded better? By the way, as a minor note, I think the Wikipedia citation templates add a superfluous space at the end of each cite.",1.333333333333333,english,2418,train
"If LeMay didn't say bomb Vietnam back to the stone age, then where did it come from? Googling suggests Goldwater as a possibility, but I didn't see any trustworthy source. It would be good to have the definitive answer to what's starting to look like an urban legend..",-0.6666666666666667,english,2419,train
"It seems to me that an etymological speculation should not be removed just because it doesn't make sense, unless there was no evidence for it at all. In any case, it is clear that the phrase has a long history in Europe and, to me, this invalidates the US etymology since a US phrase is unlikely to be so prevalent in Europe (things such as this didn't spread so easily in those days).",0.33333333333333304,english,2420,train
"As existing language points out under Early Life, the Spanish royals were a part of what was then most commonly known as the House of Austria, wherever ruling. The genealogists' and historians' convention of Habsburg [occasionally Hapsburg in older sources] is largely though not entirely that- a modern convention used for clarity.",0.33333333333333304,english,2421,train
"I am of the opinion to leave the article as it is, including its sub-articles. One reason is the length.",0.33333333333333304,english,2422,train
"In the interest of disclosure, this was me while logged out. The cited source does not describe psychoanalysis as pseudoscientific. Psychoanalysis is described in our article as a set of theories and techniques.",-0.33333333333333326,english,2423,train
Why is Roger Federer's image used as the main image in the Wiki page for tennis? There are multiple reasons why this is absurd and unreasonable: (I) Tennis is not just an individual sport.,-0.33333333333333326,english,2424,train
stamp depicting a living person So the USSR allowed stamps to depict living people? That stamp is shown as being in 1964. Komarov was killed in 1967.,-0.33333333333333326,english,2425,train
"I find it ironic that this iconic video support that china military was not that evil and tried not to squash him. However most westerners back then only saw the part of him standing up to the tanks in their media, and quite a few swear they definitely saw him got killed afterwards. Yet the part where he climbs on the tank, allegedly has a chat with the driver and climbs down.",-1.0,english,2426,train
"There was certainly a trail-mix like substance in the 90's GP rat packs (well, a pack of peanuts and raisins anyway) - but it was never referred to as GORP in my hearing. But yeah, certainly no connection.",-0.33333333333333326,english,2427,train
"isn't this a better link for the Douglas N. Arnold and Jonathan Rogness video in external links? The creators page about the video with both low res youtube version and high res download, in addition to some images. Images which by the way are currently CC'd, but perhaps could be dual licensed for the article, if someone wanted to contact them. but that's probably not necessary.",0.0,english,2428,train
"It wasn't meant to be WP: OR, although OR is not a problem on a talk page when we're trying to figure out what can go in and what can't. The blog also has a couple of corruption allegations from that period but, as you say, it's a blog.",0.6666666666666665,english,2429,train
I have noticed that the editors on Wikipedia cannot distinguish the terms Chinese Taipei and Taiwan. They simply change everything to either Chinese Taipei or Taiwan. This is not right and not informative.,-0.33333333333333326,english,2430,train
"excuse me for being a liverpool fan and thinking that since liverpool hvave been to 3 UEFA cup finals and lost none, should be ranked higher than Juventus whoe despite being to 6 finals, have lost half of them. What is success anyway? Isnt it not defined principally by winning!",-1.3333333333333335,english,2431,train
"I have reviewed this article against the Good Article (GA) criteria, and find that the article doesn't seem to meet one or more categories. In order to provide constructive criticism, I have below listed one or more of my reasons for failing the article, beside the relevant criteria title.",1.333333333333333,english,2432,train
"I think you may well be right. I think I probably wrote that sentence, but I can't now recall why. I'll do a bit of research.",0.33333333333333304,english,2433,train
You did indeed add a link to honor killing. What that has to do with a conversation about the legitimacy of the inclusion of a link to Prostitution in Sweden I've got no idea.,-1.6666666666666667,english,2434,train
"I'm sure there is something wrong with this. How could a 7 kg creature lay an egg of 500 kg ? I changed it to 500 g, but I'm not sure of the actual weight of their eggs. (~Drysh) Simple vandalism.",-0.6666666666666667,english,2435,train
"It's circular logic to say that it's clearly a broad term because of the wikipedia article when the debate is over changing the wikipedia article. As in the talk section up above, of the first 6 dictionaries with their 19 definitions, one includes a rather broad or clause. 0.5 vs 19 is less conventional.",-0.33333333333333326,english,2436,train
"Actually, a question - you said Those who have leased the rails are to provide for passenger rail service, CFR no longer having the right to operate on the line. So who operates the line? A private company with their own rolling stock?",-0.33333333333333326,english,2437,train
"crwflags.com is an unreliable website. It contains completely false information, claiming that Ma Hongkui fled to turkey (in reality, he fled to taiwan, then the united states, he had zero connections with turkey). And ma bufang never proclaimed himself sultan.",-1.6666666666666667,english,2438,train
I see no other fitting the best but I see no problem placing it under any other section either. I believe that Pathology is the most suitable here as risk factors aren't primary cause and histopathology concerns diagnosis of the tumor on the tissue level. It doesn't mean investigation into possible root-cause or primary pathogenic factor.,0.33333333333333304,english,2439,train
I get the sense from the beginning of the article that the liturgical use of the Creed has taken over. I hope someone who knows can expand the section on views of the importance.,0.0,english,2440,train
"I can't see calling the Moon Treaty an extension of the Outer Space Treaty. It was not ratified by a significant number of nations and virtually all the signatories have no spaceflight capability. At best, it's a failed attempt to extend the OST.",-0.6666666666666667,english,2441,train
"Unless his family line is personally from Taiwan, I do not see how he can be deemed of Taiwanese ancestry. Bringing personal _political_ views onto wiki is not supposed to be acceptable and even then it would be a rather big stretch that does not make sense within the English language since it does not differentiate between the mainland and Taiwan in ethnicity. + Yes, that's the point.",-0.6666666666666667,english,2442,train
"Hello fellow Wikipedians, I have just added archive links to on Methods of detecting exoplanets. Please take a moment to review my edit. If necessary, add after the link to keep me from modifying it.",1.0,english,2443,train
"Actually, Canadian vocabulary is much (much, much) closer to American English than Brit English: apartment, elevator, diaper, fall, etc. etc.",0.33333333333333304,english,2444,train
"Abandoned city is linked to ghost town. The introduction of that article says It may be a partial ghost town such as Tonopah, Nevada... A true ghost town is totally abandoned, such as Bodie, California, but often will see visitors...",0.33333333333333304,english,2445,train
"I think the section on popular culture should be dropped. Most of the examples provide therein are either inaccurate (e.g., they refer to overconfidence or simple egoism) or they are colloquial and improperly cited (e.g., weather and sports examples).",0.0,english,2446,train
"Thanks for the review Sandy! I've addressed some of your feedback, and other points, relating to the lead and referencing variety, will (hopefully) come later. The only point that stumps me is your comment, Can you switch to one, consistent date format in refs?.",0.0,english,2447,train
"Interpol seems to be treated as a noun, by your terminology, throughout Interpol's official website (www.interpol.int). In other words, nowhere on the site is it in all caps. I've updated the article replacing all instances of INTERPOL with Interpol.",-0.33333333333333326,english,2448,train
"The father of Sati performed a yagna, a fire ceremony, but he did not invite Shiva, the husband of his daughter. Sati then immolated herself afterward Shiva came, he decapited her father and replaced his head by one of a goat. The father of Sati is the ego which reject the soul, here Shiva.",0.6666666666666665,english,2449,train
"I think your question is an excellent one Beland, and I am not absolutely sure of the scientific answer. However, as far as I know, Sigmund Freud's theories have had only a low level of acceptance from the scientific community. Furthermore, Melanie's Klein's theorising appears to be much inferior to Sigmund Freud's theories.",1.6666666666666665,english,2450,train
"Yes, there are enough people using it. There is a HUGE online community. Take a look at some of the sites listed as external links. , , and others.",-0.33333333333333326,english,2451,train
"First, thanks for the numerous edits/corrections - I can't find fault with any of your changes. To the five points you raise: I'll make an addition to the intro as you rightly suggest. - Done, with a thievery of your 3-word phrase.",1.333333333333333,english,2452,train
According to this () the Kasan it's an updated class Yasen-M. Probably someone want to check this and update the article.,0.0,english,2453,train
"I run an international multiuser access database for Boeing with nearly 300 users with a SQL backend. It is stable, powerful, cheap to maintain and I have never been asked to do something that hasn't been possible in Access. It is VB for databases and the development environment is second to none, in my opinion as a ten year developer accross access, VB and equinox.",0.6666666666666665,english,2454,train
"Currently, the article says, Rodriguez was born in San Antonio, Texas. However, the only refs in the article specifying (that I can find) don't support this and disagree with each other. The MSN bio we cite says Bell County, TX.",0.0,english,2455,train
"Could all of those Lion/ Leo symbols mean nothing? I would suggest that they mean something other than the solutions of the experts! I would also suggest that at least one of them symbolized Lyon as in France, and another of them meant the great port in Athens, Greece, AKA Piraeus!",1.0,english,2456,train
This article refers to Test cricket. The answers to your questions are found at Cricket. It's like having Major League Baseball but having all the content on how to play the game being found at baseball.,-1.3333333333333335,english,2457,train
What Greene says is One girl... I drove through three states wearing her head as a hat. Don't know where the person who added the cockpit bit got it from.,0.0,english,2458,train
"Although I could probably google it, anyone know whatever happened to Ron Paul's Marque and Reprisal Act of 2001? I think that is something that should be included here.",0.33333333333333304,english,2459,train
I am not a linguist and I speak only a few words Spanish. I was born and raised in Europe and mostly exposed to Spanish Spanish. Then I moved to the U.S. and got exposed to Spanish spoken by people in the U.S..,0.6666666666666665,english,2460,train
"Unfortunately, your edits were removing factual information. Killing or disturbing Hen Harriers in Britain is a crime under British law, punishable by a period of up to 6 months in jail; to remove the word 'criminal' is wrong.",-1.3333333333333335,english,2461,train
"Thank you for adding this . I feel like no one knows about this show . I've been adding most of the episode sypnoses lately, but I can't find anymore.",2.0,english,2462,train
"This article is almost a word-for-word copy of . I have cited this article under the Treatment section; that's the best I can do right now, since I'm at work.",-1.0,english,2463,train
"The way to accomplish that is to place a {{cn}} or {{fact}} tag at the end of the disputed sentence, where the reference would normally go. A bot will then date it, and after you wait a reasonable amount of time (my theory is to wait until I forget all about it, and whenever I remember it again is a good time to check) it can safely be deleted if no one found a reference.",-0.6666666666666667,english,2464,train
"Comment This is easy: document the controversy and do not exclude or give weight to supposing or opposing opinions. It isn't so simple to say that military forces may not influence or control religious governments, because they have and they do.",-0.6666666666666667,english,2465,train
"Thanks for the third opinion PullToOpen. Not sure how to properly reply to this format on a talk page, so assuming this is okay here.... I do not think there is any dispute on the inclusion of this particular circumnavigation.",1.6666666666666665,english,2466,train
I wonder how exactly this point could be best expressed: Here's what was written: The institutional danger of esotericism is its potential as an alternative source of doctrine or authority.,1.0,english,2467,train
"I will think about it as well, Spitzak, but right now I'm not aware of such a possibility. In either case, please note that the problem is not restricted to tablets and smartphones, but extends to normal desktop environments as well (even with a mouse).",1.0,english,2468,train
"There was no significant hardware change. The computer alarm problem was diagnosed as caused by an antenna switch left in the improper position, so it was fixed by a procedural change; no hardware change was required.",0.6666666666666665,english,2469,train
"The name has officially been changed. It is on the website, and I saw them changing the name on signs in the airport itself on the news a few days ago. This debate should be declared over.",-1.6666666666666667,english,2470,train
"The most common derivatives have a market value and are traded on exchanges. The first part of this statement does not make sense - a derivative is a financial instrument, and once anybody trades it, it by default has a market value. The second part is completely wrong.",0.33333333333333304,english,2471,train
"Should the list of two-party states perhaps be moved to a separate page, listing in a table all countries in the world and the number of parties (none, one, dominant, two or multi, in accordance with the classification on the series box). If this were the case, caveats could be listed (such as the ones being discussed for the US?).",1.0,english,2472,train
"The article states, In Kabbalah every idea grows from the foundation of God [10], and the entire study is based on that central belief. The statement by Maimonides, from the Mishneh Torah is accepted by all traditional Kabbalists: The foundation of all foundations, and the pillar of all wisdom is to know that there is God who brought into being all existence.",0.0,english,2473,train
"Must be a different variety from the ones we get in the UK. I chop them up, boil them for 15 minutes and eat them as a vegetable. Although they look rather like parsnips they aren't floury but have a firm flesh like beetroot.",1.6666666666666665,english,2474,train
"I came here from the page on Giant Impact Hypothesis to see what became of Theia after collision. But neither page makes any reference to that effect. Extended bodies, on collision, recoil and move on with or without loss of their material.",0.33333333333333304,english,2475,train
Here is the section in question: Comparisons The text states that all except numbers 4005 4006 and 4017 are in the open without protection from the elements.,0.33333333333333304,english,2476,train
"The article quotes Elizabeth greeting Mary with the words: Blessed art thou among women, and blessed is the child you will bear!(NIV) However, Elizabeth's greeting, has for centuries dating at least back to Aquinas, formed a significant part of the prayer, Hail Mary, coming right after the angel's greeting. Nowhere will you find, blessed is the child you will bear!",0.6666666666666665,english,2477,train
"I don't think you're paying due attention, CorporateM. I'm not German Joe, and I didn't remove that content. And you're missing the point about reliable sources and NPOV.",-1.3333333333333335,english,2478,train
This article contains some wrong facts about the changes in updates: New page added to profile of users under [Players Met] which shows the last game played with that user.,-0.6666666666666667,english,2479,train
"This is not a picture of Flaubert. Who suggested it was? Reading the article in , it looks like an expert from Artcurial tried to sell it for 40.000 to 60.000€.",-1.0,english,2480,train
"I am planning on making a series of edits. A series, as if anyone does not agree with one, they can just revert the edit. I have listed the changes I have made below.",0.6666666666666665,english,2481,train
"Humans are by definition animals (we are in the kingdom Animalia), but the opening paragraph seems to use the word 'animal' in a way that excludes humans in error. Animals also have receptors to sense the world around them, with degrees of capability varying greatly between species.",0.33333333333333304,english,2482,train
"I had never heard it mentioned that Frankie Vaughan [note spelling] was Amy's uncle. Frankie Vaughan was a big name in the UK entertainment world, in his time, so it's a bit surprising that this relationship isn't better known. The main basis for it seems to be an interview in the Daily Record (a Scottish tabloid) with David Sye, who states that he is Vaughan's son.",0.0,english,2483,train
"Yes, but for example, California and New York both make statements in their state laws that these laws are in accordance with cited Federal laws. However, this reference is now to a defunct federal law. If this is not retaining provisions, I don't know what is.",-0.6666666666666667,english,2484,train
"I believe that Cycle notation should be merged into this article, Permutation. First of all, the treatment of cycle notation in this article is more extensive that of its own article. The definition of cycle there is incomplete and the language used to describe the cycle decomposition is at too high a level for the topic.",0.33333333333333304,english,2485,train
"If the article made that point in those terms, I would agree with you, but it doesn't. Instead, it perpetuates the one drop theory: that one drop of non-white blood makes you non-white.",0.0,english,2486,train
"Well, when he first retired from GM, among other interests he owned a GM dealership in Cleveland. I believe his personal ownership is historical, but the dealership retains the name of that era when he procured it: DeLorean with the second capital but no space.",0.0,english,2487,train
"Firstly, I would like to show my respect for your managing this valuable website. My name is Eunbin LEE. I am a student and a member of the Voluntary Agency Network of Korea (VANK) in Korea.",2.0,english,2488,train
"I'll list here important reviews, and we'll later incorporate them into the article: Variety The Guardian Mid-Day NDTV Hindustan Times DNA India Rediff Telegraph India India Today Records set for My Name is Khan My name is Khan grossed the second highest worldwide opening weekend, behind 3 Idiots.",-1.0,english,2489,train
I don't believe this information is WP: DUE - it is not appropriate for Wikipedia to include in an article the racist musings of a random Danish politician.,-1.0,english,2490,train
There's something about the film that's got me thinking. The way Abraham's mother and son died in particular. They were bitten by head vampires after all.,0.6666666666666665,english,2491,train
The issue appears to be use of the word “massacre“ which appears twice in this article: the so-called Waxhaws massacre and the Fort Mims massacre. In neither case does the word represent a neutral point of view.,-0.6666666666666667,english,2492,train
"What you are doing is propaganda, personal opinion, biased, unreferenced viewpoints. Wikipedia has no place for those. Your entries have distorted, twisted, and fabricated many many news articles.",-1.3333333333333335,english,2493,train
"The article should explain more about where we get paraffin. I'm guessing it's the very high-molecular-weight fraction of crude petroleum, but I don't know; maybe it's made by reducing lower-molecular-weight hydrocarbons?",0.33333333333333304,english,2494,train
"The second section (beginning, “[c]ommon side effects include...”) seems odd to me. I’m not educated in what is & isn’t considered a side effect, but I find “[s]erious side effects are rare. They include suicide...” to be strange.",0.33333333333333304,english,2495,train
"Support as nominator There have been past discussions concerning whether to list Turkey as a main belligerent or only as supporting. The last consensus was to only include Turkey being a belligerent as alleged, while closer noted future reporting and investigations may change this, and a new RfC may be appropriate at that time.",0.33333333333333304,english,2496,train
"Your paraphrase is way off the mark and changes the meaning of the direct quotes. Its original research, the way you presented it.",-0.6666666666666667,english,2497,train
"They're definitely from Mars - I'll add a section explaining all this. As for your question, there's tonnes of meteorites known from the Moon, and a few (Angrites) that *might* be from Mercury. Venus meteorites should be impossible, and there are no candidates anyway.",0.33333333333333304,english,2498,train
I informed about what MOS: FILM says about Rotten Tomatoes for older films. The editor restored the RT score but put it at the bottom per the guideline's recommendation.,0.6666666666666665,english,2499,train
"About the part involving only two villains surviving for more than one film (three, counting hades), shouldn't Gaston count among those as well? I mean, unlike the other disney villains that died in one film (including Ratigan) his final fate was actually debatable by several fans of BATB. I know this, because, 1.",-0.33333333333333326,english,2500,train
"The article does not differentiate between Atlus and Atlus USA very well, instead alternating between the two in a confusing manner. For example, Tactics Ogre and Megami Tensei are mentioned in the same sentence, even though Tactics Ogre was not developed by Atlus Japan and most Megami Tensei games have not been translated by Atlus USA, meaning that the two series share nothing in common.",0.33333333333333304,english,2501,train
"I disagree that it matters here. I am not generalising or saying something like many view it as very important with that source. I am merely stating that the FA do, which is a fact.",0.0,english,2502,train
"This statement has been added, removed and had the omission subsequently reverted. It does not belong in the introductory article section/article brief as the subject of this article is Ultron as it relates to the Marvel Comics' character in the Avenger series of comic books.",-1.3333333333333335,english,2503,train
I question the accuracy of this statement: Sundials are not as common in the Southern hemisphere as in the North. This is possibly because when Europeans arrived the mechanical clock was accurate enough for their purposes of time keeping and there was no need to erect sundials.[8] It points to History of the Sundial by Helga Nordhoff.,0.6666666666666665,english,2504,train
javac is very low value. The java language to java bytecode conversion isn't that complex and there are perfectly acceptable free compilers out there. Hotspot is more valuable but i'd imagine it has a fairly strong dependency on suns class libraries which are still non-free.,0.0,english,2505,train
"Wow, seven years later and the etalon reference is still in there. It did get moved and rephrased. But it is still WRONG.",-2.0,english,2506,train
I didn't mean to start a fight. After I wrote the above I checked the article and its treatment of the British usage seems fine. Of course watercraft of various sorts originated all over the world.,1.6666666666666665,english,2507,train
Yes its definitly a start. I would agree that Time to sing is the least important to include as it was never made and if it had been i doubt that a musical with joan crawford and bette davis would have been very good. But possessed and the african queen should be mentioned for the reasons you outlined above.,-0.33333333333333326,english,2508,train
"The current official standard is CSS Color Module Level 3 which was approved as a W3C Recommendation on 7 June 2011. In that, section 4.1. Basic color keywords lists sixteen colours in lowercase, and explicitly states the color names are case-insensitive.",0.0,english,2509,train
"The c with cedilla is part of the name, not a phonetic help, and should stay. Agreed, that's how the name is spelled, and pronounced, in English.",-0.6666666666666667,english,2510,train
"The Svalbard Global Seed Vault (also called Norwegian Seed Bank or globalt sikkerhetshvelv for frø på Svalbard) is a doomsday seedbank under construction on the Norwegian island of Spitsbergen in the remote arctic Svalbard archipelago. globalt sikkerhetshvelv for frø på Svalbard. This isn't like, the norwegian name for the seed vault.",0.33333333333333304,english,2511,train
"O.K. PL has 21 Precepts, but also has 21 Principles, which should also be listed. . The last change to the article was a matter of translation differences. I think it's better this way, but the 21 Precepts were written in Japanese, so there isn't a big difference between grasp and comprehend, for example.",0.0,english,2512,train
"At least this following link in the article references Seapower Magazine. Seapower Magazine does not appear to use this domain any longer. If we navigate to the URLs using Seapower-Digital as a source, it appears these have the potential to be malicious or, at the very least, not the intended resources.",0.33333333333333304,english,2513,train
"Based on From the Black Prison to Occupied Territories: The Sahara's Forgotten War documentary on You-tube, I think it's clear enough that nowhere near 3,000 people live in the town. It may be that that many live in the region around the town as nomads.",0.33333333333333304,english,2514,train
"Someone said that they couldn't find the following reference, which I cited in the article on Geiger: H. Geiger (1913) Über eine einfache Methode zur Zählung von α- und β-Strahlen (On a simple method for counting α- and β-rays), Verhandlungen der Deutschen Physikalischen Gesellschaft, vol.",1.6666666666666665,english,2515,train
"I just read this very interesting article for the first time (as many people do these days, I assume) and was for the life of me not able to completely figure out what the expansion really is about - at least not from the article alone. After thoroughly studying maps I got the greater picture, but I guess one should be able to find out just from the article.",-0.6666666666666667,english,2516,train
"The sentence below (last sentence, Neonatal Exposure section) requests a medical citation in support this claim. >>She said drug exposure could interfere with the child's working memory and their ability to control impulses and think flexibly. I (dleitner97) did NOT write this line, nor do I support it, however there does exist peer-reviewed research into the subject.",-0.6666666666666667,english,2517,train
"There is a lot of controversy about the people with autism vs. autistic people labels. Some people, including some autistic people, prefer autistic people to people with autism. Some people, on the other hand, prefer people with autism.",0.6666666666666665,english,2518,train
"Perhaps a bit clumsy in my wording, I was criticizing the use of Philosopher's Stone because this book is known worldwide as Sorcerer's Stone, and the film bears that in the title. Can someone explain the dirty maneuver of deleting my post? No, the book was written in UK by a UK author and first published in UK.",-1.0,english,2519,train
"The only things the source says about the vertical clock, are and I.m.o. these are just an introductory statement and a remark, and not really much of a comparison. And again, there are tons of sources for the vertical clock, but just this one (with its few independent cites) for a square clock, and none for the horizontal clock.",0.33333333333333304,english,2520,train
"'Well regarded'?!? Is this you 'Harvey', doing a little self-promotion? If Harvey is 'well regarded', that should be reconsidered.",-1.0,english,2521,train
"Steering a neutral point of view between the the historically accurate and the pejorative criticism is something which needs to be done. Outside of the US, the perception of American food is highly stereotyped, in perhaps the same way as Americans view French or British cooking.",0.33333333333333304,english,2522,train
"Hi, Masalai, I agree, though the passage can really be read either way. Tony, I gave 2 not-very-good sources above, and I've found some more since. Christopher Lehmann-Haupt, in his 1-May-1981 NYTimes book review of A Life in Our Times, attributes the quote to JKG (), which may be the real source of the error.",1.0,english,2523,train
"You may have removed it, but someone scorned you and brought it back, again with no proof at all - no proved source whatsoever. It is on the second line of the first paragraph of Early Life chapter. I guess it should be taken out again.",-1.3333333333333335,english,2524,train
"The current version of the page says, “regardless of whether or not hypothyroidism is present, can be treated with levothyroxine”. However, the page cited for that treatment only says: “Hypothyroidism is treated by replacing the hormone that your own thyroid can no longer make.",0.0,english,2525,train
"In an extensive census on FootballFanCensus.com, the fans placed Bolton Wanderers F.C. as Blackburn's second rival after Burnley. The teams are located close to each other and the match is considered a local derby. Blackburn has a long term rivalry with Burnley F.C. which dates back to the 19th century.",1.333333333333333,english,2526,train
"Resident evil 4 is the 4th game in the main series. Code Veronica and REZ (Z for Zero) as significant as they may be to a Resident Evil fan, they are not part of the main series story-wise. If you watch the cutscene at the start of the RE4, it tells you the events of RE3 and that was the end of umbrella and the zombie outbreak was wiped out with Raccon City's destruction.",0.6666666666666665,english,2527,train
The front screen wipers for the 307 LX is badly designed for UK users. The driver side wiper cannot reach close to the edge of the screen and leaves quite a big area unclear during driving in a rainy or snowy day. The blocked area is measured about 5 inches from the side and 7-8 inches from the top.,0.6666666666666665,english,2528,train
Can I ask a question? Why are there fanlistings listed in external links? They offer zero information and mearly list the names of people who have joined.,1.0,english,2529,train
"Folklore and mythology is full of cultural meaning and is an area of academic study, and even if it weren't, it's the traditional beliefs of a specific culture and shouldn't be messed with. The idea that anything goes may be rampant in fantasy novels, but that idea has no place in folklore or folklore studies, and it certainly has no place at Wikipedia.",-1.0,english,2530,train
"The problem was explained in my edit summary when I first removed them. The translations of the word are a non-sequiter because that is not where the Catholic Church derives the teaching of purgatory. In fact, of all the verses I've ever heard ANYONE try to use to support purgatory, not one of them used the word Sheol, Hades, Gehenna.",-0.33333333333333326,english,2531,train
"I am working on SuperHumans Project. From the traditional Indian medicines of Ayurveda and Rasashastra, I have found some formulations to make the homo sapiens to the SuperHumans. I have seen nice results in my clinical trials.",0.6666666666666665,english,2532,train
"There was copyright in the Soviet Union but it was not valid in the West until the Soviets joined the Berne Convention which may have been in about 1974/75. As soon as someone drums an anonymous folk tune into shape, then copyright starts to exist. There is a rumor that Stalin gifted the copyright of the Katyusha song to the French Communist Party, copyright was obviously not personal property.",0.33333333333333304,english,2533,train
"There is no outdoor world record in pole vault, I think. Lavillenie is the world record holder, as he has jumped higher than Bubka. I think it would be better, fairer and more interesting to differ between indoor and outdoor records in all athletics events, but in pole vault the rule is that records can be set either in- or outdoor..",-0.33333333333333326,english,2534,train
This ancient wikidictionary thing is so archaic it doesn't even know what social media is. I've tried several times to add Doctor Who's facebook page but the mindless autobot running this useless website just doesn't get it. Are you trying to tell me wackopedia won't accept the most popular webpages on the net as external links?,-1.3333333333333335,english,2535,train
"Alejgonz 01, when you say, I have reverted the edit because it is being discussed, did you actually mean I have reverted the edit because there was not one solitary word on this talk page about that section when I reverted it the first time? Because there wasn't.",-2.0,english,2536,train
The origin must be in some older article I read during my research. After 7 years I can't remember where exactly.,-0.6666666666666667,english,2537,train
The lede has been changed to summarise what is in the main text of the article: it agrees with time-hallowed content of undergraduate/graduate courses and can be found in standard textbooks. PST is in no way helping this discussion by asserting that he does research in homotopy theory.,-1.3333333333333335,english,2538,train
"I’m taking the liberty of cross-posting ScrapIron’s relevant comments here: The source you had provided, while a non-english and primary source, was supported by blogs and fan sites. This may not be optimal, but it is adequate, particularly considering the subject.",0.0,english,2539,train
"I've found one source to this effect; all other sources, while not listing his Arabic name as such, state his family name as Mansur/Monsur. The translation of his full name being John Mansur is almost universally excepted, and the Catholic Encyclopedia states Mansur was probably the name of John's father.",0.6666666666666665,english,2540,train
"This was indeed the first olympics broadcast internationally. The primary link was fron Japan to the United Stated via Syncom 3, the first geostationary communications satellite. The signal was then re-broadcast to Europe via Relay 1, which could make the connection for only 15-20 minutes of each orbit.",0.33333333333333304,english,2541,train
"An alternative etymology links the word to Latin pinguis The bird is called deez nuts in German. German would not have got the word via Welsh. Also, we spell it the Latin way (i instead of e).",0.33333333333333304,english,2542,train
"Thanks for the threats lol. All we had to do was discuss, and give an opinion. There was no discussion, and no consensus.",-1.0,english,2543,train
"This statement is in error. The official position of the government of the ROC is still that Taiwan and the mainland are a single country, with the ROC as the rightful government of both territories. This is enshrined in the ROC constitution and has never been changed.",-0.6666666666666667,english,2544,train
I am a relatively new contributor to Wikipedia so forgive me if this question is retarded: What is the point of posting content in sections which have their own article?,-0.33333333333333326,english,2545,train
"I didn't say anything about reduction gears. Neither the article nor the section is about gears, nor should it be. The section is about speed reduction.",-0.6666666666666667,english,2546,train
Quoting a passage from the article A solar eclipse is actually a misnomer; the phenomenon is more correctly described as an occultation. I suspect eclipse had been in use in normal English long before anyone decided that occultation was a great word to be used.,0.0,english,2547,train
"Is Luhmann generally considered to be an atheist? It seems he denies the existence of entities insofar as a part to a whole - there is no binding force of God as such, there are only systems consisting of operations which are not stable things and can change. So would he claim to be an atheist?",1.0,english,2548,train
"I actually saw the official documents confirming the city charter myself once, when I visited the official city archive back in the 1980s. The story as noted in the current article is something the staff explained to me in some detail, as they get this question all the time : ) Patrick Rasenberg The French occupation force afaik annulled all medieval city rights (since bestowed by aristocracy).",0.0,english,2549,train
"I don't think of Scriabin as atonal at all. As this article mentions, Scriabin uses many dominant seventh chords, which strongly indicate tonality. Scriabin's tonality is thus constantly shifting.",0.0,english,2550,train
"My first Ball's Palsy occurrence happened when I was 19, my second when I was 23. The odd thing was, I had total paralysis of the left side of my face the first time, and then the right side my second. I've never heard of it switching sides upon it's resurfacing.",0.33333333333333304,english,2551,train
"What's the point of listing an incomplete hodgepodge of a filmography here and a complete one elsewhere? It would be appropriate to have her significant movies here, but not uncredited bit parts, etc. Sourcing is a red herring.",-1.6666666666666667,english,2552,train
"I hate to use Nintendoeverything for this but it's convenient. The article currently sources this primarily to EDGE. However, EDGE put Breath of the Wild at the top in their 2017 edition of the list.",-1.0,english,2553,train
"it is often zoned by concentric rings Is zoned a mycological term? I have never heard it used like this. I have heard it used this way before, but I've reworded to it is often marked with concentric color bands that give it a zoned appearance..",-0.6666666666666667,english,2554,train
"Sekiro seems to have prompted a lot of discussion within online game communities about difficulty. Seems like most major games outlets have run a story on that angle (particularly how it relates to accessibility), and it's not represented in the article.",0.33333333333333304,english,2555,train
